Date,Russia_Total,Change,Ukraine_Total,Change.1,Ratio RU/UA,Russia_Destroyed,Ukraine_Destroyed,Unnamed: 8,Russia_Damaged,Ukraine_Damaged,Ukraine_Abandoned,Unnamed: 12,Russia_Abandoned,Unnamed: 14,Russia_Captured,Ukraine_Captured,Unnamed: 17,Russia_Tanks,Ukraine_Tanks,Russia_Tank_Capture,Ukraine_Tank_Capture,Unnamed: 22,Russia_AFV,Ukraine_AFV,Russia_AFV_Capture,Ukraine_AFV_Capture,Unnamed: 27,Russia_IFV,Ukraine_IFV,Unnamed: 30,Russia_APC,Ukraine_APC,Unnamed: 33,Russia_IMV,Ukraine_IMV,Unnamed: 36,Russia_Engineering,Ukraine_Engineering,Unnamed: 39,Russia_Coms,Ukraine_Coms,Unnamed: 42,Russia_Vehicles,Ukraine_Vehicles,Unnamed: 45,Russia_Aircraft,Ukraine_Aircraft,Unnamed: 48,Russia_Infantry,Ukraine_Infantry,Unnamed: 51,Russia_Logistics,Ukraine_Logistics,Unnamed: 54,Russia_Armor,Ukraine_Armor,Unnamed: 57,Russia_Antiair,Ukraine_Antiair,Unnamed: 60,Russia_Artillery,Ukraine_Artillery,Unnamed: 63,UNHCR_Ukraine_Border,UNHCR_Ukraine_Refugees,UNHCR_Returning_Ukraine_Refugees,Ratio_RU_UA_Smoothed,rus_aircraft_daily_change,ukr_aircraft_daily_change,Russia_Tank_Change,Ukraine_Tank_Change,Russia_Spike,Ukraine_Spike,Russia_Daily_Increase,Ukraine_Daily_Increase,Faster_Increase
2023-11-16,13083,0.0,4711,0.0,2.777117384843982,9084,3216,,569,365,176,,530,,2900,954,,2462,686,548,134,,1054,334,269,80,,3036,784,,369,369,,224,396.0,,363,97,,258,18,,2982,763,,370,189,,3629,1549.0,,621,115,,3516,1020,,248,220,,1035,436,,20922328.0,8650252.0,12272076.0,2.779610412511016,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-11-17,13141,58.0,4717,6.0,2.7858808564765742,9128,3220,,573,365,178,,537,,2903,954,,2468,686,548,134,,1060,334,269,80,,3054,785,,371,369,,225,397.0,,364,97,,258,18,,2989,763,,370,189,,3650,1551.0,,622,115,,3528,1020,,251,220,,1044,440,,20922328.0,8650252.0,12272076.0,2.781952391517126,0.0,0.0,6.0,0.0,False,False,58.0,6.0,Russia
2023-11-18,13141,0.0,4717,0.0,2.7858808564765742,9128,3220,,573,365,178,,537,,2903,954,,2468,686,548,134,,1060,334,269,80,,3054,785,,371,369,,225,397.0,,364,97,,258,18,,2989,763,,370,189,,3650,1551.0,,622,115,,3528,1020,,251,220,,1044,440,,20922328.0,8650252.0,12272076.0,2.782947234688682,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-11-19,13141,0.0,4716,-1.0,2.7864715860899065,9128,3220,,573,364,178,,537,,2903,954,,2470,687,548,134,,1060,334,269,80,,3047,783,,370,369,,225,397.0,,363,97,,258,18,,2989,763,,370,189,,3642,1549.0,,621,115,,3530,1021,,251,220,,1042,440,,20922328.0,8650252.0,12272076.0,2.7839420778602384,0.0,0.0,2.0,1.0,False,False,0.0,0.0,Ukraine
2023-11-20,13152,11.0,4724,8.0,2.7840812870448772,9139,3228,,576,364,178,,534,,2903,954,,2472,688,548,134,,1065,336,269,80,,3049,783,,370,368,,225,397.0,,363,99,,258,18,,2995,763,,370,189,,3644,1548.0,,621,117,,3537,1024,,252,220,,1045,441,,20922328.0,8650252.0,12272076.0,2.785338476823934,0.0,0.0,2.0,1.0,False,False,11.0,8.0,Russia
2023-11-21,13152,0.0,4724,0.0,2.7840812870448772,9139,3228,,576,364,178,,534,,2903,954,,2472,688,548,134,,1065,336,269,80,,3049,783,,370,368,,225,397.0,,363,99,,258,18,,2995,763,,370,189,,3644,1548.0,,621,117,,3537,1024,,252,220,,1045,441,,20922328.0,8650252.0,12272076.0,2.785482951268688,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-11-22,13152,0.0,4724,0.0,2.7840812870448772,9139,3228,,576,364,178,,534,,2903,954,,2472,688,548,134,,1065,336,269,80,,3049,783,,370,368,,225,397.0,,363,99,,258,18,,2995,763,,370,189,,3644,1548.0,,621,117,,3537,1024,,252,220,,1045,441,,20922328.0,8650252.0,12272076.0,2.785627425713442,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-11-23,13182,30.0,4730,6.0,2.786892177589852,9163,3233,,578,364,180,,535,,2906,953,,2478,689,548,134,,1070,336,270,80,,3055,784,,371,369,,225,397.0,,363,99,,258,18,,3003,763,,370,189,,3651,1550.0,,621,117,,3548,1025,,252,220,,1047,442,,20922328.0,8650252.0,12272076.0,2.7856875102134344,0.0,0.0,6.0,1.0,False,False,30.0,6.0,Russia
2023-11-24,13182,0.0,4730,0.0,2.786892177589852,9162,3233,,579,364,180,,535,,2906,953,,2478,689,548,134,,1070,336,270,80,,3055,784,,371,369,,225,397.0,,363,99,,258,18,,3003,763,,370,189,,3651,1550.0,,621,117,,3548,1025,,252,220,,1047,442,,20922328.0,8650252.0,12272076.0,2.7851170716014786,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-11-25,13182,0.0,4730,0.0,2.786892177589852,9162,3234,,579,364,180,,535,,2906,952,,2478,689,548,134,,1070,336,270,80,,3054,784,,371,369,,225,396.0,,363,99,,258,18,,3002,763,,370,189,,3650,1549.0,,621,117,,3548,1025,,252,220,,1047,442,,20922328.0,8650252.0,12272076.0,2.784546632989522,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-11-26,13182,0.0,4730,0.0,2.786892177589852,9162,3234,,579,364,180,,535,,2906,952,,2478,689,548,134,,1070,336,270,80,,3054,784,,371,369,,225,396.0,,363,99,,258,18,,3002,763,,370,189,,3650,1549.0,,621,117,,3548,1025,,252,220,,1047,442,,20922328.0,8650252.0,12272076.0,2.783976194377566,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-11-27,13236,54.0,4761,31.0,2.7800882167611847,9201,3257,,583,369,183,,545,,2907,952,,2504,691,548,133,,1076,336,270,80,,3064,785,,372,374,,226,396.0,,365,100,,258,18,,3008,764,,370,189,,3662,1555.0,,623,118,,3580,1027,,252,221,,1048,447,,20922328.0,8650252.0,12272076.0,2.7831598761669127,0.0,0.0,26.0,2.0,True,False,54.0,31.0,Russia
2023-11-28,13236,0.0,4761,0.0,2.7800882167611847,9201,3257,,583,369,183,,545,,2907,952,,2504,691,548,133,,1076,336,270,80,,3064,785,,372,374,,226,396.0,,365,100,,258,18,,3008,764,,370,189,,3662,1555.0,,623,118,,3580,1027,,252,221,,1048,447,,20922328.0,8650252.0,12272076.0,2.78234355795626,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-11-29,13236,0.0,4761,0.0,2.7800882167611847,9201,3257,,583,369,183,,545,,2907,952,,2504,691,548,133,,1076,336,270,80,,3064,785,,372,374,,226,396.0,,365,100,,258,18,,3008,764,,370,189,,3662,1555.0,,623,118,,3580,1027,,252,221,,1048,447,,20922328.0,8650252.0,12272076.0,2.7815272397456066,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-11-30,13269,33.0,4771,10.0,2.78117795011528,9228,3264,,593,370,185,,542,,2906,952,,2510,693,548,133,,1075,336,270,80,,3068,786,,373,374,,228,397.0,,367,100,,260,18,,3010,764,,370,189,,3669,1557.0,,627,118,,3585,1029,,258,222,,1050,448,,20922328.0,8650252.0,12272076.0,2.779943275745098,0.0,0.0,6.0,2.0,False,False,33.0,10.0,Russia
2023-12-01,13269,0.0,4771,0.0,2.78117795011528,9228,3264,,593,370,185,,542,,2906,952,,2510,693,548,133,,1075,336,270,80,,3068,786,,373,374,,228,397.0,,367,100,,260,18,,3010,764,,370,189,,3669,1557.0,,627,118,,3585,1029,,258,222,,1050,448,,20922328.0,8650252.0,12272076.0,2.7793313061486846,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-02,13269,0.0,4771,0.0,2.78117795011528,9228,3264,,593,370,185,,542,,2906,952,,2510,693,548,133,,1075,336,270,80,,3068,786,,373,374,,228,397.0,,367,100,,260,18,,3010,764,,370,189,,3669,1557.0,,627,118,,3585,1029,,258,222,,1050,448,,20922328.0,8650252.0,12272076.0,2.778719336552272,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-03,13285,16.0,4786,15.0,2.775804429586293,9241,3274,,597,373,186,,542,,2905,953,,2513,695,548,133,,1076,336,270,80,,3073,787,,375,377,,228,398.0,,367,100,,260,18,,3011,764,,370,189,,3676,1562.0,,627,118,,3589,1031,,258,223,,1051,450,,20922328.0,8650252.0,12272076.0,2.778190239158563,0.0,0.0,3.0,2.0,False,False,16.0,15.0,Russia
2023-12-04,13285,0.0,4786,0.0,2.775804429586293,9241,3274,,597,373,186,,542,,2905,953,,2513,695,548,133,,1076,336,270,80,,3073,787,,375,377,,228,398.0,,367,100,,260,18,,3011,764,,370,189,,3676,1562.0,,627,118,,3589,1031,,258,223,,1051,450,,20922328.0,8650252.0,12272076.0,2.778395925913369,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-05,13285,0.0,4786,0.0,2.775804429586293,9241,3274,,597,373,186,,542,,2905,953,,2513,695,548,133,,1076,336,270,80,,3073,787,,375,377,,228,398.0,,367,100,,260,18,,3011,764,,370,189,,3676,1562.0,,627,118,,3589,1031,,258,223,,1051,450,,20922328.0,8650252.0,12272076.0,2.778386675289377,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-06,13285,0.0,4785,-1.0,2.7763845350052248,9241,3273,,597,374,185,,542,,2905,953,,2513,695,548,133,,1076,336,270,80,,3076,787,,375,377,,228,398.0,,367,100,,260,18,,3011,764,,370,188,,3679,1562.0,,627,118,,3589,1031,,258,223,,1051,450,,20922328.0,8650252.0,12272076.0,2.7783774246653863,0.0,-1.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-07,13351,66.0,4798,13.0,2.782617757398916,9289,3282,,600,376,187,,557,,2905,953,,2527,696,548,133,,1082,336,270,80,,3100,788,,379,378,,228,401.0,,368,100,,260,18,,3016,767,,371,188,,3707,1567.0,,628,118,,3609,1032,,259,223,,1057,452,,20922328.0,8650252.0,12272076.0,2.7794192802698663,1.0,0.0,14.0,1.0,True,False,66.0,13.0,Russia
2023-12-08,13341,-10.0,4797,-1.0,2.7811131957473423,9280,3281,,600,376,187,,556,,2905,953,,2522,696,548,133,,1080,336,270,80,,3098,788,,379,378,,228,400.0,,367,100,,260,18,,3015,767,,371,188,,3705,1566.0,,627,118,,3602,1032,,259,223,,1057,452,,20922328.0,8650252.0,12272076.0,2.7804611358743463,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-09,13341,0.0,4797,0.0,2.7811131957473423,9280,3281,,600,376,187,,556,,2905,953,,2522,696,548,133,,1080,336,270,80,,3098,788,,379,378,,228,400.0,,367,100,,260,18,,3015,767,,371,188,,3705,1566.0,,627,118,,3602,1032,,259,223,,1057,452,,20922328.0,8650252.0,12272076.0,2.783311513297364,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-10,13370,29.0,4804,7.0,2.783097418817652,9299,3287,,601,377,187,,564,,2906,953,,2526,697,548,133,,1080,337,270,80,,3114,791,,382,378,,228,400.0,,367,100,,260,18,,3017,766,,371,188,,3724,1569.0,,627,118,,3606,1034,,260,223,,1059,454,,20922328.0,8650252.0,12272076.0,2.785811607060583,0.0,0.0,4.0,1.0,False,False,29.0,7.0,Russia
2023-12-11,13370,0.0,4804,0.0,2.783097418817652,9299,3287,,601,377,187,,564,,2906,953,,2526,697,548,133,,1080,337,270,80,,3114,791,,382,378,,228,400.0,,367,100,,260,18,,3017,766,,371,188,,3724,1569.0,,627,118,,3606,1034,,260,223,,1059,454,,20922328.0,8650252.0,12272076.0,2.787421240481845,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-12,13442,72.0,4808,4.0,2.795757071547421,9349,3291,,602,377,187,,585,,2906,953,,2548,697,548,133,,1086,338,270,80,,3145,792,,387,379,,230,400.0,,367,100,,260,18,,3021,766,,372,188,,3762,1571.0,,627,118,,3634,1035,,260,223,,1059,454,,20922328.0,8650252.0,12272076.0,2.789245811281904,1.0,0.0,22.0,0.0,True,False,72.0,4.0,Russia
2023-12-13,13433,-9.0,4808,0.0,2.7938851913477536,9349,3291,,602,377,187,,577,,2905,953,,2541,697,547,133,,1087,338,270,80,,3140,792,,387,379,,230,400.0,,368,100,,260,18,,3000,766,,372,188,,3757,1571.0,,628,118,,3628,1035,,260,223,,1060,454,,20922328.0,8650252.0,12272076.0,2.789943158919261,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-14,13433,0.0,4808,0.0,2.7938851913477536,9349,3291,,602,377,187,,577,,2905,953,,2541,697,547,133,,1087,338,270,80,,3140,792,,387,379,,230,400.0,,368,100,,260,18,,3000,766,,372,188,,3757,1571.0,,628,118,,3628,1035,,260,223,,1060,454,,20922328.0,8650252.0,12272076.0,2.7907856164355285,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-15,13433,0.0,4808,0.0,2.7938851913477536,9349,3291,,602,377,187,,577,,2905,953,,2541,697,547,133,,1087,338,270,80,,3140,792,,387,379,,230,400.0,,368,100,,260,18,,3000,766,,372,188,,3757,1571.0,,628,118,,3628,1035,,260,223,,1060,454,,20922328.0,8650252.0,12272076.0,2.7932830180974313,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-16,13487,54.0,4841,33.0,2.785994629208841,9391,3313,,605,385,189,,586,,2905,954,,2552,703,547,133,,1093,340,270,80,,3159,795,,389,383,,230,401.0,,368,100,,261,18,,3003,771,,372,188,,3778,1579.0,,629,118,,3645,1043,,260,223,,1074,460,,20922328.0,8650252.0,12272076.0,2.7939718979407964,0.0,0.0,11.0,6.0,False,True,54.0,33.0,Russia
2023-12-17,13482,-5.0,4834,-7.0,2.788994621431527,9389,3310,,605,383,189,,583,,2905,952,,2552,702,547,132,,1094,340,270,80,,3157,794,,387,383,,230,401.0,,368,100,,261,18,,3002,768,,372,188,,3774,1578.0,,629,118,,3646,1042,,260,223,,1074,460,,20922328.0,8650252.0,12272076.0,2.7949281892412556,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-18,13538,56.0,4834,0.0,2.8005792304509725,9436,3310,,606,383,189,,591,,2905,952,,2570,701,547,132,,1094,342,270,80,,3176,794,,385,383,,232,401.0,,369,100,,262,18,,3012,767,,373,188,,3793,1578.0,,631,118,,3664,1043,,260,223,,1075,460,,20922328.0,8650252.0,12272076.0,2.794905004624367,1.0,0.0,18.0,0.0,True,False,56.0,0.0,Russia
2023-12-19,13538,0.0,4834,0.0,2.8005792304509725,9436,3310,,606,383,189,,591,,2905,952,,2570,701,547,132,,1094,342,270,80,,3176,794,,385,383,,232,401.0,,369,100,,262,18,,3012,767,,373,188,,3793,1578.0,,631,118,,3664,1043,,260,223,,1075,460,,20922328.0,8650252.0,12272076.0,2.7948818200074768,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-20,13538,0.0,4834,0.0,2.8005792304509725,9436,3310,,606,383,189,,591,,2905,952,,2570,701,547,132,,1094,342,270,80,,3176,794,,385,383,,232,401.0,,369,100,,262,18,,3012,767,,373,188,,3793,1578.0,,631,118,,3664,1043,,260,223,,1075,460,,20922328.0,8650252.0,12272076.0,2.7959858585532897,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-21,13530,-8.0,4843,9.0,2.793722899029527,9431,3316,,607,386,190,,590,,2902,951,,2571,702,546,132,,1092,343,270,80,,3166,798,,385,383,,232,401.0,,370,100,,263,18,,3014,767,,373,188,,3783,1582.0,,633,118,,3663,1045,,264,223,,1076,461,,20922328.0,8650252.0,12272076.0,2.7959694512358246,0.0,0.0,1.0,1.0,False,False,0.0,9.0,Ukraine
2023-12-22,13530,0.0,4843,0.0,2.793722899029527,9431,3316,,607,386,190,,590,,2902,951,,2571,702,546,132,,1092,343,270,80,,3166,798,,385,383,,232,401.0,,370,100,,263,18,,3014,767,,373,188,,3783,1582.0,,633,118,,3663,1045,,264,223,,1076,461,,20922328.0,8650252.0,12272076.0,2.7953418726040726,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-23,13530,0.0,4843,0.0,2.793722899029527,9431,3316,,607,386,190,,590,,2902,951,,2571,702,546,132,,1092,343,270,80,,3166,798,,385,383,,232,401.0,,370,100,,263,18,,3014,767,,373,188,,3783,1582.0,,633,118,,3663,1045,,264,223,,1076,461,,20922328.0,8650252.0,12272076.0,2.7947142939723197,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-24,13593,63.0,4874,31.0,2.788879770209274,9484,3344,,611,387,190,,595,,2903,953,,2580,713,546,132,,1095,343,270,80,,3180,803,,386,387,,232,401.0,,370,100,,263,18,,3032,770,,376,188,,3798,1591.0,,633,118,,3675,1056,,264,223,,1083,464,,20922328.0,8650252.0,12272076.0,2.794086715340568,3.0,0.0,9.0,11.0,False,True,63.0,31.0,Russia
2023-12-25,13637,44.0,4877,3.0,2.7961861800287062,9513,3344,,616,389,191,,606,,2902,953,,2585,714,546,132,,1105,342,270,80,,3221,804,,389,387,,232,401.0,,369,101,,263,18,,3034,770,,377,188,,3842,1592.0,,632,119,,3690,1056,,264,223,,1084,465,,20922328.0,8650252.0,12272076.0,2.7946565131147953,1.0,0.0,5.0,1.0,False,False,44.0,3.0,Russia
2023-12-26,13637,0.0,4877,0.0,2.7961861800287062,9513,3344,,616,389,191,,606,,2902,953,,2585,714,546,132,,1105,342,270,80,,3221,804,,389,387,,232,401.0,,369,101,,263,18,,3034,770,,377,188,,3842,1592.0,,632,119,,3690,1056,,264,223,,1084,465,,20922328.0,8650252.0,12272076.0,2.7952263108890234,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-27,13637,0.0,4877,0.0,2.7961861800287062,9513,3344,,616,389,191,,606,,2902,953,,2585,714,546,132,,1105,342,270,80,,3221,804,,389,387,,232,401.0,,369,101,,263,18,,3034,770,,377,188,,3842,1592.0,,632,119,,3690,1056,,264,223,,1084,465,,20922328.0,8650252.0,12272076.0,2.795533396304094,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-28,13692,55.0,4894,17.0,2.7977114834491212,9546,3354,,618,391,195,,625,,2903,954,,2605,719,546,132,,1112,343,270,80,,3232,806,,389,389,,233,402.0,,370,102,,263,18,,3043,770,,377,188,,3854,1597.0,,633,120,,3717,1062,,265,223,,1086,467,,20922328.0,8650252.0,12272076.0,2.796214971081454,0.0,0.0,20.0,5.0,True,True,55.0,17.0,Russia
2023-12-29,13692,0.0,4894,0.0,2.7977114834491212,9546,3354,,618,391,195,,625,,2903,954,,2605,719,546,132,,1112,343,270,80,,3232,806,,389,389,,233,402.0,,370,102,,263,18,,3043,770,,377,188,,3854,1597.0,,633,120,,3717,1062,,265,223,,1086,467,,20922328.0,8650252.0,12272076.0,2.7958527730274665,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-30,13683,-9.0,4894,0.0,2.7958724969350226,9545,3354,,618,391,195,,617,,2903,954,,2604,719,546,132,,1110,342,270,80,,3227,806,,390,389,,233,402.0,,370,102,,263,18,,3043,770,,377,188,,3850,1597.0,,633,120,,3714,1061,,265,223,,1086,467,,20922328.0,8650252.0,12272076.0,2.7954905749734786,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2023-12-31,13728,45.0,4914,20.0,2.7936507936507935,9581,3373,,621,395,191,,622,,2904,955,,2608,722,544,132,,1113,343,270,80,,3211,816,,388,389,,234,402.0,,371,102,,264,18,,3060,769,,377,188,,3833,1607.0,,635,120,,3721,1065,,267,224,,1089,470,,20922328.0,8650252.0,12272076.0,2.793975995875287,0.0,0.0,4.0,3.0,False,False,45.0,20.0,Russia
2024-01-01,13728,0.0,4914,0.0,2.7936507936507935,9581,3373,,621,395,191,,622,,2904,955,,2607,722,544,132,,1113,343,270,80,,3211,816,,388,389,,234,402.0,,371,102,,264,18,,3060,769,,377,188,,3833,1607.0,,635,120,,3720,1065,,267,224,,1089,470,,20922328.0,8650252.0,12272076.0,2.792243516288465,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2024-01-02,13728,0.0,4914,0.0,2.7936507936507935,9581,3373,,621,395,191,,622,,2904,955,,2607,722,544,132,,1113,343,270,80,,3211,816,,388,389,,234,402.0,,371,102,,264,18,,3060,769,,377,188,,3833,1607.0,,635,120,,3720,1065,,267,224,,1089,470,,20922328.0,8650252.0,12272076.0,2.790511036701642,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2024-01-03,13758,30.0,4939,25.0,2.7855841263413645,9605,3391,,626,397,196,,623,,2904,955,,2611,727,544,132,,1114,345,270,80,,3227,822,,388,389,,234,403.0,,371,103,,264,18,,3062,774,,377,189,,3849,1614.0,,635,121,,3725,1072,,270,225,,1092,472,,20922328.0,8650252.0,12272076.0,2.7888580880446043,0.0,1.0,4.0,5.0,False,True,30.0,25.0,Russia
2024-01-04,13758,0.0,4939,0.0,2.7855841263413645,9605,3391,,626,397,196,,623,,2904,955,,2611,727,544,132,,1114,345,270,80,,3227,822,,388,389,,234,403.0,,371,103,,264,18,,3062,774,,377,189,,3849,1614.0,,635,121,,3725,1072,,270,225,,1092,472,,20922328.0,8650252.0,12272076.0,2.787522525571027,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2024-01-05,13758,0.0,4939,0.0,2.7855841263413645,9605,3391,,626,397,196,,623,,2904,955,,2611,727,544,132,,1114,345,270,80,,3227,822,,388,389,,234,403.0,,371,103,,264,18,,3062,774,,377,189,,3849,1614.0,,635,121,,3725,1072,,270,225,,1092,472,,20922328.0,8650252.0,12272076.0,2.7861869630974496,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2024-01-06,13799,41.0,4956,17.0,2.7843018563357544,9654,3406,,625,398,197,,618,,2902,955,,2619,729,544,132,,1117,345,271,80,,3245,824,,388,390,,234,404.0,,372,103,,264,18,,3067,778,,377,189,,3867,1618.0,,636,121,,3736,1074,,274,225,,1098,475,,20922328.0,8650252.0,12272076.0,2.7847307691621714,0.0,0.0,8.0,2.0,False,False,41.0,17.0,Russia
2024-01-07,13799,0.0,4956,0.0,2.7843018563357544,9654,3406,,625,398,197,,618,,2902,955,,2619,729,544,132,,1117,345,271,80,,3245,824,,388,390,,234,404.0,,372,103,,264,18,,3067,778,,377,189,,3867,1618.0,,636,121,,3736,1074,,274,225,,1098,475,,20922328.0,8650252.0,12272076.0,2.7842818907991487,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2024-01-08,13799,0.0,4956,0.0,2.7843018563357544,9654,3406,,625,398,197,,618,,2902,955,,2619,729,544,132,,1117,345,271,80,,3245,824,,388,390,,234,404.0,,372,103,,264,18,,3067,778,,377,189,,3867,1618.0,,636,121,,3736,1074,,274,225,,1098,475,,20922328.0,8650252.0,12272076.0,2.783833012436125,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2024-01-09,13831,32.0,4969,13.0,2.783457436103844,9681,3418,,625,398,197,,623,,2902,956,,2625,731,544,132,,1121,345,271,80,,3256,824,,388,390,,234,405.0,,372,103,,264,18,,3069,782,,377,190,,3878,1619.0,,636,121,,3746,1076,,276,226,,1098,475,,20922328.0,8650252.0,12272076.0,2.783384134073102,0.0,1.0,6.0,2.0,False,False,32.0,13.0,Russia
2024-01-10,13787,-44.0,4955,-14.0,2.7824419778002016,9645,3408,,626,399,194,,620,,2896,954,,2606,728,542,130,,1115,345,270,80,,3244,824,,386,386,,234,397.0,,366,102,,266,18,,3064,781,,377,190,,3864,1607.0,,632,120,,3721,1073,,283,226,,1102,474,,20922328.0,8650252.0,12272076.0,2.7828889655935236,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2024-01-11,13787,0.0,4955,0.0,2.7824419778002016,9645,3408,,626,399,194,,620,,2896,954,,2606,728,542,130,,1115,345,270,80,,3244,824,,386,386,,234,397.0,,366,102,,266,18,,3064,781,,377,190,,3864,1607.0,,632,120,,3721,1073,,283,226,,1102,474,,20922328.0,8650252.0,12272076.0,2.782393797113945,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2024-01-12,13787,0.0,4955,0.0,2.7824419778002016,9645,3408,,626,399,194,,620,,2896,954,,2606,728,542,130,,1115,345,270,80,,3244,824,,386,386,,234,397.0,,366,102,,266,18,,3064,781,,377,190,,3864,1607.0,,632,120,,3721,1073,,283,226,,1102,474,,20922328.0,8650252.0,12272076.0,2.7818986286343668,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2024-01-13,13843,56.0,4978,23.0,2.780835676978706,9689,3426,,628,401,197,,627,,2899,954,,2612,732,542,130,,1127,346,270,80,,3261,828,,388,388,,234,401.0,,369,102,,266,18,,3078,785,,377,191,,3883,1617.0,,635,120,,3739,1078,,283,227,,1105,474,,20922328.0,8650252.0,12272076.0,2.781764930248716,0.0,1.0,6.0,4.0,False,False,56.0,23.0,Russia
2024-01-14,13843,0.0,4978,0.0,2.780835676978706,9689,3426,,628,401,197,,627,,2899,954,,2612,732,542,130,,1127,346,270,80,,3261,828,,388,388,,234,401.0,,369,102,,266,18,,3078,785,,377,191,,3883,1617.0,,635,120,,3739,1078,,283,227,,1105,474,,20922328.0,8650252.0,12272076.0,2.781776297335014,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2024-01-15,13843,0.0,4978,0.0,2.780835676978706,9689,3426,,628,401,197,,627,,2899,954,,2612,732,542,130,,1127,346,270,80,,3261,828,,388,388,,234,401.0,,369,102,,266,18,,3078,785,,377,191,,3883,1617.0,,635,120,,3739,1078,,283,227,,1105,474,,20922328.0,8650252.0,12272076.0,2.7817876644213126,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2024-01-16,13882,39.0,4989,11.0,2.7825215474042895,9708,3434,,633,403,197,,642,,2899,955,,2623,734,542,130,,1135,347,270,80,,3268,830,,391,389,,234,402.0,,369,102,,266,18,,3081,785,,379,191,,3893,1621.0,,635,120,,3758,1081,,283,229,,1107,474,,20922328.0,8650252.0,12272076.0,2.781799031507611,2.0,0.0,11.0,2.0,False,False,39.0,11.0,Russia
2024-01-17,13882,0.0,4989,0.0,2.7825215474042895,9708,3434,,633,403,197,,642,,2899,955,,2623,734,542,130,,1135,347,270,80,,3268,830,,391,389,,234,402.0,,369,102,,266,18,,3081,785,,379,191,,3893,1621.0,,635,120,,3758,1081,,283,229,,1107,474,,20922328.0,8650252.0,12272076.0,2.781469673835261,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
2024-01-18,13882,0.0,4989,0.0,2.7825215474042895,9708,3434,,633,403,197,,642,,2899,955,,2623,734,542,130,,1135,347,270,80,,3268,830,,391,389,,234,402.0,,369,102,,266,18,,3081,785,,379,191,,3893,1621.0,,635,120,,3758,1081,,283,229,,1107,474,,20922328.0,8650252.0,12272076.0,2.7811403161629107,0.0,0.0,0.0,0.0,False,False,0.0,0.0,Ukraine
